Date,Close,High,Low,Open,Volume,Daily_Return,MA5,MA20
2026-04-30,271.1002502441406,275.7459641951834,267.893213328058,270.25102650288807,91848200,0.4367659937802859,269.9313049316406,264.9039360046387
2026-05-01,279.88214111328125,286.95561044034525,278.1137509144006,278.6032901046287,79915400,3.239351812191993,271.7456359863281,266.1138214111328
2026-05-04,276.5751647949219,280.3716851917065,274.60697695873915,279.4025768563376,46668400,-1.1815603186417278,273.587939453125,267.0114944458008
2026-05-05,283.9184265136719,284.30808218316156,276.2455026895375,276.6750995896243,49311700,2.6550690927708454,276.2794616699219,268.54408264160156
2026-05-06,287.245361328125,287.76487170009636,280.8112868075762,281.66051049385584,58336100,1.1717924952267644,279.7442687988281,269.9732666015625
2026-05-07,287.1754150390625,291.8611003514943,285.5169394038565,289.00371711581823,45224300,-0.024350711440246364,282.9593017578125,271.3195266723633
2026-05-08,293.0500183105469,294.4886952888782,289.7330669166447,289.7430674686918,52692800,2.0456497888878378,285.59287719726564,272.96001586914065
2026-05-11,292.67999267578125,293.8800048828125,290.2300109863281,291.9800109863281,42247300,-0.12626705737772692,288.8138427734375,274.6459442138672
2026-05-12,294.79998779296875,295.2699890136719,292.55999755859375,292.55999755859375,45748100,0.7243389265544797,290.9901550292969,276.45635681152345
2026-05-13,298.8699951171875,300.9200134277344,293.5,293.5,52684300,1.3805995565634221,293.31508178710936,278.0906188964844
2026-05-14,298.2099914550781,300.45001220703125,295.3800048828125,299.82000732421875,35324900,-0.220833028705536,295.5219970703125,279.8432418823242
2026-05-15,300.2300109863281,303.20001220703125,296.5199890136719,297.8999938964844,54862800,0.6773815730967137,296.95799560546874,281.3556793212891
2026-05-18,297.8399963378906,300.6600036621094,294.9100036621094,300.239990234375,34483000,-0.7960612067346995,297.9899963378906,282.60774688720704
2026-05-19,298.9700012207031,300.510009765625,296.3500061035156,296.9700012207031,42243600,0.3793999787491842,298.8239990234375,284.25999603271487
2026-05-20,302.25,302.79998779296875,298.0799865722656,298.17999267578125,38229800,1.09709963070026,299.5,285.72656707763673
2026-05-21,304.989990234375,305.5400085449219,300.3999938964844,301.05999755859375,42965100,0.9065310949131433,300.8559997558594,287.31715087890626
2026-05-22,308.82000732421875,311.3999938964844,305.8399963378906,306.1199951171875,43670200,1.2557845216167651,302.5739990234375,289.217626953125
2026-05-26,308.3299865722656,311.82000732421875,307.6700134277344,309.55999755859375,48000500,-0.1586751960143129,304.6719970703125,291.2659439086914
2026-05-27,310.8500061035156,313.260009765625,308.29998779296875,308.3299865722656,50430900,0.8173125031610828,307.047998046875,293.2854034423828
2026-05-28,312.510009765625,312.79998779296875,309.57000732421875,310.67999267578125,48220400,0.5340207912225559,309.1,295.4148376464844
2026-05-29,312.05999755859375,315.0,309.5299987792969,311.7799987792969,70026800,-0.1439992937726231,310.5140014648438,297.462825012207
2026-06-01,306.30999755859375,310.94000244140625,305.0199890136719,309.6300048828125,48849900,-1.8425943872925732,310.0119995117187,298.78421783447266
2026-06-02,315.20001220703125,315.45001220703125,306.69000244140625,307.4599914550781,44534700,2.902293336585249,311.38600463867186,300.7154602050781
2026-06-03,310.260009765625,316.94000244140625,308.8500061035156,314.17999267578125,50836700,-1.5672595971098935,311.26800537109375,302.0325393676758
